EruptionId,VolcanoName,Country,Region,Latitude,Longitude,Elevation,Morphology,EventYear,EventMonth,EventDay,VEI,DeathsTotal,InjuriesTotal,HousesDestroyed,DamageMillionsUSD,Agent,TimeErupt,Status
4342,Pico,Portugal,Azores,38.47,-28.4,2351,Stratovolcano,1718,2,1,2,2,,,,,D4,Historical
4345,Sao Jorge,Portugal,Azores,38.65,-28.08,1053,Fissure vent,1580,5,1,3,10,,,,P,D2,Historical
4346,Sao Jorge,Portugal,Azores,38.65,-28.08,1053,Fissure vent,1808,5,1,1,9,,,,L,D2,Historical
4362,Furnas,Portugal,Azores,37.77,-25.32,805,Stratovolcano,1630,9,3,4,200,,,,"M,T",D5,Historical
4367,La Palma,Spain,Canary Is,28.57,-17.83,2426,Stratovolcano,1677,11,22,2,1,,,,G,D1,Historical
4371,La Palma,Spain,Canary Is,28.57,-17.83,2426,Stratovolcano,1971,10,28,2,,,,,,D1,Historical
4374,Tenerife,Spain,Canary Is,28.271,-16.641,3715,Stratovolcano,1706,5,5,2,,,,,,D2,Historical
4377,Lanzarote,Spain,Canary Is,29.03,-13.63,670,Fissure vent,1730,9,1,2,,,,,,D3,Historical
4383,Fogo,Cape Verde,Cape Verde Is,14.95,-24.35,2829,Stratovolcano,1847,4,9,2,,,,,S,D1,Historical
4388,Fogo,Cape Verde,Cape Verde Is,14.95,-24.35,2829,Stratovolcano,1995,4,2,2,,20,10,,,D1,Historical
4412,Deception Island,Antarctica,Antarctica,-62.957,-60.637,602,Caldera,1967,12,4,3,,,,,,D1,Historical
4428,Pinatubo,Philippines,Luzon-Philippines,15.13,120.35,1486,Stratovolcano,1991,6,15,6,800,4,,,"P,m,I",D1,Historical
4439,Coropuna,Peru,Peru,-15.52,-72.65,6377,Stratovolcano,1990,5,29,3,,,,,,D1,Historical
4442,"Hudson, Cerro",Chile,Chile-S,-45.9,-72.97,1905,Stratovolcano,1991,8,8,5,,,,,,D1,Historical
4443,Victory,Papua New Guinea,New Guinea,-9.2,149.072,1832,Stratovolcano,1890,,,2,,,,,P,D2,Historical
4444,Balbi,Papua New Guinea,Bougainville-SW Paci,-5.916,155.001,2715,Stratovolcano,1825,,,,,,,,P,U,Holocene
4445,Savo,Solomon Is.,Solomon Is-SW Pacifi,-9.13,159.82,485,Stratovolcano,1840,,,3,100,,,,P,D3,Historical
4446,Tinakula,Solomon Is.,Santa Cruz Is-SW Pac,-10.386,165.804,796,Stratovolcano,1840,,,3,,,,,P,D1,Historical
4447,Ambae,Vanuatu,Vanuatu-SW Pacific,-15.389,167.835,1496,Shield volcano,1670,,,2,,,,,L,D1,Historical
4448,Ambae,Vanuatu,Vanuatu-SW Pacific,-15.389,167.835,1496,Shield volcano,1870,,,2,100,,,,M,D1,Historical
4449,Kuwae,Vanuatu,Vanuatu-SW Pacific,-16.83,168.523,-2,Caldera,1430,,,,,,,,P,D1,Historical
4450,Sorikmarapi,Indonesia,Sumatra,0.686,99.539,2145,Stratovolcano,1892,5,21,2,180,,,,M,D1,Historical
4451,Kaba,Indonesia,Sumatra,-3.522,102.615,1940,Stratovolcano,1833,11,24,2,126,,,,M,D2,Historical
4452,Krakatau,Indonesia,Indonesia,-6.101,105.423,285,Caldera,1993,6,13,1,1,5,,,T,D1,Historical
4453,Papandayan,Indonesia,Java,-7.32,107.73,2665,Stratovolcano,1772,8,12,3,2957,,,,A,D2,Historical
4454,Guntur,Indonesia,Java,-7.143,107.841,2251,Complex volcano,1800,10,8,,,,,,M,D3,Historical
4455,Guntur,Indonesia,Java,-7.143,107.841,2251,Complex volcano,1829,,,2,,,,,,D3,Historical
4456,Dieng Volcanic Complex,Indonesia,Java,-7.2,109.879,2565,Complex volcano,1786,,,2,38,,,,A,D1,Historical
4457,Dieng Volcanic Complex,Indonesia,Java,-7.2,109.879,2565,Complex volcano,1964,12,13,1,114,,,,,D1,Historical
4458,Lokon-Empung,Indonesia,Sulawesi-Indonesia,1.358,124.792,1580,Stratovolcano,1991,10,24,1,1,,,,"T,P",D1,Historical
4459,Karangetang,Indonesia,Sangihe Is-Indonesia,2.781,125.407,1797,Stratovolcano,1992,5,11,1,6,1,,,P,D1,Historical
4460,Gamkonora,Indonesia,Halmahera-Indonesia,1.38,127.53,1635,Stratovolcano,1564,12,31,3,,,,,,D1,Historical
4461,Camiguin,Philippines,Mindanao-Philippines,9.203,124.673,1552,Stratovolcano,1954,,,,2,,,,m,D2,Historical
4462,Mayon,Philippines,Luzon-Philippines,13.257,123.685,2462,Stratovolcano,1993,2,2,2,75,,,,P,D1,Historical
4464,Pinatubo,Philippines,Luzon-Philippines,15.13,120.35,1486,Stratovolcano,1992,7,12,1,6,,,,m,D1,Historical
4465,Ambalatungan Group,Philippines,Luzon-Philippines,17.32,121.1,2329,Compound volcano,1952,,,1,12,,,,,U,Fumarolic
4466,Tengchong,China,China-S,25.23,98.5,2865,Pyroclastic cone,1609,,,,,,,,E,D5,Historical
4467,Io-Torishima,Japan,Ryukyu Is,27.881,128.223,212,Complex volcano,1664,,,,,,,,A,D1,Historical
4468,Kikai,Japan,Ryukyu Is,30.793,130.305,704,Caldera,-4350,,,7,,,,,P,D1,Historical
4469,Aira,Japan,Kyushu-Japan,31.577,130.659,1117,Stratovolcano,1780,2,9,4,,,,,F,D1,Historical
4470,Aira,Japan,Kyushu-Japan,31.577,130.659,1117,Stratovolcano,1974,6,17,3,3,,,,M,D1,Historical
4471,Aira,Japan,Kyushu-Japan,31.577,130.659,1117,Stratovolcano,1974,8,9,3,5,,,,M,D1,Historical
4472,Kirishimayama,Japan,Kyushu-Japan,31.934,130.862,1700,Shield volcano,1895,10,16,2,4,,,,T,D1,Historical
4473,Kirishimayama,Japan,Kyushu-Japan,31.934,130.862,1700,Shield volcano,1896,3,15,2,1,1,,,T,D1,Historical
4474,Kirishimayama,Japan,Kyushu-Japan,31.934,130.862,1700,Shield volcano,1900,2,16,2,2,3,,,,D1,Historical
4475,Kirishimayama,Japan,Kyushu-Japan,31.934,130.862,1700,Shield volcano,1923,7,1,2,1,,,,,D1,Historical
4476,Unzendake,Japan,Kyushu-Japan,32.761,130.299,1483,Complex volcano,1664,4,15,2,30,,,,m,D1,Historical
4477,Unzendake,Japan,Kyushu-Japan,32.761,130.299,1483,Complex volcano,1993,6,23,1,1,,,,P,D1,Historical
4478,Asosan,Japan,Kyushu-Japan,32.885,131.085,1592,Caldera,1816,7,5,2,1,,,,T,D1,Historical
4479,Asosan,Japan,Kyushu-Japan,32.885,131.085,1592,Caldera,1979,9,6,2,3,11,,,T,D1,Historical
4480,Asamayama,Japan,Honshu-Japan,36.406,138.523,2568,Complex volcano,1598,5,13,2,800,,,,T,D1,Historical
4481,Asamayama,Japan,Honshu-Japan,36.406,138.523,2568,Complex volcano,1911,5,8,2,1,2,60,,T,D1,Historical
4482,Asamayama,Japan,Honshu-Japan,36.406,138.523,2568,Complex volcano,1911,8,15,2,2,36,,,T,D1,Historical
4483,Asamayama,Japan,Honshu-Japan,36.406,138.523,2568,Complex volcano,1930,8,20,3,6,,,,T,D1,Historical
4484,Asamayama,Japan,Honshu-Japan,36.406,138.523,2568,Complex volcano,1931,8,20,3,3,,,,,D1,Historical
4485,Asamayama,Japan,Honshu-Japan,36.406,138.523,2568,Complex volcano,1941,7,13,2,1,1,,,T,D1,Historical
4486,Izu-Oshima,Japan,Izu Is-Japan,34.724,139.394,746,Stratovolcano,1789,,,2,,,,,T,D1,Historical
4487,Esan,Japan,Hokkaido-Japan,41.805,141.166,618,Stratovolcano,1846,11,18,1,,,,,M,D3,Historical
4488,Shikotsu,Japan,Hokkaido-Japan,42.688,141.38,1320,Caldera,1804,,,3,,,,,,D1,Historical
4489,Klyuchevskoy,Russia,Kamchatka,56.056,160.642,4754,Stratovolcano,1762,,,2,,,,,,D1,Historical
4490,Tseax River Cone,Canada,Canada,55.111,-128.899,612,Pyroclastic cone,1730,,,,,,,,G,D4,Radiocarbon
4491,Kilauea,United States,Hawaiian Is,19.421,-155.287,1222,Shield volcano,1993,4,19,,1,22,,,A,D1,Historical
4492,Hualalai,United States,Hawaiian Is,19.692,-155.87,2523,Shield volcano,1800,,,,2,,,,L,D3,Historical
4493,Michoacan-Guanajuato,Mexico,Mexico,19.85,-101.75,3860,Cinder cone,1943,2,20,4,103,,,,"E,I",D2,Historical
4494,"Chichon, El",Mexico,Mexico,17.36,-93.23,1150,Tuff cone,1982,5,27,5,1,,,,m,D1,Historical
4495,Santa Maria,Guatemala,Guatemala,14.757,-91.552,3745,Stratovolcano,1978,9,2,3,1,,,,M,D1,Historical
4496,Santa Maria,Guatemala,Guatemala,14.757,-91.552,3745,Stratovolcano,1990,7,19,3,4,,,,T,D1,Historical
4497,San Salvador,El Salvador,El Salvador,13.734,-89.294,1893,Stratovolcano,590,,,,,,,,,D2,Historical
4498,Mombacho,Nicaragua,Nicaragua,11.826,-85.968,1344,Stratovolcano,1570,,,,400,,,,A,U,Holocene
4499,Arenal,Costa Rica,Costa Rica,10.463,-84.703,1670,Stratovolcano,1968,7,29,3,80,,,,"P,T",D1,Historical
4500,Arenal,Costa Rica,Costa Rica,10.463,-84.703,1670,Stratovolcano,1975,6,17,3,2,,,,,D1,Historical
4501,Arenal,Costa Rica,Costa Rica,10.463,-84.703,1670,Stratovolcano,1988,7,6,3,1,,,,T,D1,Historical
4502,Galeras,Colombia,Colombia,1.22,-77.37,4276,Complex volcano,1993,1,14,2,9,,,,T,D1,Historical
4503,Cotopaxi,Ecuador,Ecuador,-0.677,-78.436,5911,Stratovolcano,1698,,,3,,,,,M,D2,Historical
4504,Sangay,Ecuador,Ecuador,-2.005,-78.341,5286,Stratovolcano,1976,8,12,3,2,4,,,T,D1,Historical
4505,Llaima,Chile,Chile-C,-38.692,-71.729,3125,Stratovolcano,1937,2,9,2,3,,,,F,D1,Historical
4506,Villarrica,Chile,Chile-C,-39.42,-71.93,2847,Stratovolcano,1963,5,21,2,,,,,M,D1,Historical
4507,"Hudson, Cerro",Chile,Chile-S,-45.9,-72.97,1905,Stratovolcano,1971,8,12,3,3,,,,M,D1,Historical
4508,Pelee,Martinique,W Indies,14.809,-61.166,1372,Stratovolcano,1902,8,30,4,1500,,,,P,D2,Historical
4509,Vestmannaeyjar,Iceland,Iceland-S,63.416,-20.266,283,Submarine volcano,1973,1,27,3,1,,300,,G,D1,Historical
4510,Hekla,Iceland,Iceland-S,63.983,-19.666,1490,Stratovolcano,1947,11,2,4,1,,,,L,D1,Historical
4511,Grimsvotn,Iceland,Iceland-NE,64.416,-17.316,1719,Caldera,1629,,,2,4,,,,F,D1,Historical
4512,Sao Jorge,Portugal,Azores,38.65,-28.08,1053,Fissure vent,1757,7,9,,1053,,,,S,D2,Historical
4513,Yasur,Vanuatu,Vanuatu-SW Pacific,-19.532,169.447,361,Stratovolcano,1878,1,10,3,,,,,,D1,Historical
4515,Avachinsky,Russia,Kamchatka,53.256,158.836,2717,Stratovolcano,1827,8,9,2,,,,,,D1,Historical
4518,Myojinsho,Japan,Izu Is-Japan,31.888,139.918,11,Submarine volcano,1953,3,11,2,,,,,,D1,Historical
4520,Lokon-Empung,Indonesia,Sulawesi-Indonesia,1.358,124.792,1580,Stratovolcano,1775,,,3,,,,,,D1,Historical
4521,Raoul Island,New Zealand,Kermadec Is,-29.27,-177.92,516,Stratovolcano,2006,3,17,1,1,,,,T,D1,Historical
4522,Okmok,United States,Aleutian Is,53.43,-168.13,1073,Shield volcano,1878,8,29,2,,,,,,D1,Historical
4523,Aira,Japan,Kyushu-Japan,31.577,130.659,1117,Stratovolcano,1780,9,9,4,,,,,,D1,Historical
4542,Soufriere Hills,Montserrat,W Indies,16.72,-62.18,915,Stratovolcano,2003,7,12,3,,,,,,D1,Historical
4562,Krakatau,Indonesia,Indonesia,-6.101,105.423,285,Caldera,416,,,,,,,,W,D1,Historical
4582,Asuncion,United States,Mariana Is-C Pacific,19.671,145.406,857,Stratovolcano,1819,,,,,,,,,D2,Historical
4583,Augustine,United States,Alaska-SW,59.363,-153.435,1218,Lava dome,1540,,,4,,,,,,D1,Historical
4603,Iliwerung,Indonesia,Lesser Sunda Is,-8.532,123.573,583,Complex volcano,1979,7,18,,1239,32,,,W,D1,Historical
4623,Soufriere Hills,Montserrat,W Indies,16.72,-62.18,915,Stratovolcano,2006,5,20,2,,,,,P,D1,Historical
4643,Tungurahua,Ecuador,Ecuador,-1.467,-78.442,5023,Stratovolcano,2006,8,17,3,6,,,,T,D1,Historical
4645,Aniakchak,United States,Alaska Peninsula,56.88,-158.17,1341,Caldera,-1645,,,6,,,,,,D2,Historical
4663,Sirung,Indonesia,Lesser Sunda Is,-8.497,124.131,1347,Complex volcano,1987,12,1,,125,,237,5,,D1,Historical
4683,Ritter Island,Papua New Guinea,New Guinea-NE of,-5.519,148.115,75,Stratovolcano,1974,10,17,1,,,,,,D1,Historical
4703,Stromboli,Italy,Italy,38.789,15.213,924,Stratovolcano,2002,12,30,,,,,,,D1,Historical
4704,Ritter Island,Papua New Guinea,New Guinea-NE of,-5.519,148.115,75,Stratovolcano,1972,10,9,1,,,,,,D1,Historical
4705,"Huila, Nevado del",Colombia,Colombia,2.93,-76.03,5364,Stratovolcano,2007,4,18,,,,,,,D5,Historical
4707,Pelee,Martinique,W Indies,14.809,-61.166,1372,Stratovolcano,1902,5,5,4,23,,,,"W,M",D2,Historical
4708,Soufriere Hills,Montserrat,W Indies,16.72,-62.18,915,Stratovolcano,1999,1,20,3,,,,,,D1,Historical
4724,Etna,Italy,Italy,37.748,14.999,3357,Stratovolcano,1693,1,9,,,,,,,D1,Historical
4743,Stromboli,Italy,Italy,38.789,15.213,924,Stratovolcano,1916,7,3,3,,,,,,D1,Historical
4744,Karangetang,Indonesia,Sangihe Is-Indonesia,2.781,125.407,1797,Stratovolcano,1997,4,17,1,3,,,,P,D1,Historical
4764,"Tair, Jebel at",Yemen,Red Sea,15.55,41.83,244,Stratovolcano,2007,9,30,3,7,1,,,,D3,Historical
4784,Banua Wuhu,Indonesia,Sangihe Is-Indonesia,3.138,125.491,-5,Submarine volcano,1918,7,18,3,,,,,,D2,Historical
4805,Pelee,Martinique,W Indies,14.809,-61.166,1372,Stratovolcano,1902,5,20,4,,,20,,,D2,Historical
4807,Piparo,Trinidad,Trinidad,10,-61,140,Mud volcano,1911,11,3,,,,,,,D1,Historical
4808,Soufriere Hills,Montserrat,W Indies,16.72,-62.18,915,Stratovolcano,1997,12,26,,,,,,,D1,Historical
4824,Cosiguina,Nicaragua,Nicaragua,12.98,-87.57,872,Stratovolcano,1951,8,3,,,,,,,D3,Historical
4844,Stromboli,Italy,Italy,38.789,15.213,924,Stratovolcano,1954,2,,,,,,,W,D1,Historical
4845,Santorini,Greece,Greece,36.404,25.396,367,Shield volcano,1050,,,,,,,,,D2,Historical
4846,Etna,Italy,Italy,37.748,14.999,3357,Stratovolcano,1169,2,11,,,,,,,D1,Historical
4847,Vesuvius,Italy,Italy,40.821,14.426,1281,Complex volcano,1690,2,3,3,,,,,W,D2,Historical
4848,Santorini,Greece,Greece,36.404,25.396,367,Shield volcano,1707,5,,3,,,,,,D2,Historical
4849,Vesuvius,Italy,Italy,40.821,14.426,1281,Complex volcano,1714,6,30,,,,,,,D2,Historical
4850,Myojinsho,Japan,Izu Is-Japan,31.888,139.918,11,Submarine volcano,1952,9,16,2,,,,,,D1,Historical
4851,Myojinsho,Japan,Izu Is-Japan,31.888,139.918,11,Submarine volcano,1952,9,23,2,,,,,,D1,Historical
4852,Myojinsho,Japan,Izu Is-Japan,31.888,139.918,11,Submarine volcano,1952,9,24,2,31,,,,P,D1,Historical
4853,Myojinsho,Japan,Izu Is-Japan,31.888,139.918,11,Submarine volcano,1952,9,26,2,,,,,,D1,Historical
4864,Banua Wuhu,Indonesia,Sangihe Is-Indonesia,3.138,125.491,-5,Submarine volcano,1919,4,3,3,,,,,,D2,Historical
4884,Chaiten,Chile,Chile-S,-42.835,-72.651,1122,Caldera,2008,5,2,,1,,,,,D1,Holocene
4904,Santorini,Greece,Greece,36.404,25.396,367,Shield volcano,46,,,3,,,,,,D2,Historical
4905,Peuet Sague,Indonesia,Sumatra,4.903,96.289,2785,Complex volcano,1837,9,,,,,,,,D1,Historical
4906,Umboi,Papua New Guinea,New Guinea-NE of,-5.592,147.892,1335,Complex volcano,1857,4,17,,,,,,,U,Holocene
4907,Etna,Italy,Italy,37.748,14.999,3357,Stratovolcano,1868,9,5,,,,,,,D1,Historical
4924,Kasatochi,United States,Aleutian Is,52.177,-175.508,314,Stratovolcano,2008,8,8,3,,,,,,D1,Historical
4944,"Huila, Nevado del",Colombia,Colombia,2.93,-76.03,5364,Stratovolcano,2008,11,20,,10,,,,,D5,Historical
4964,Nyiragongo,"Congo, DRC",Africa-C,-1.52,29.25,3470,Stratovolcano,2002,1,17,1,100,,,,L,D1,Historical
4965,Bora-Bericha-Tullu Moye,Ethiopia,Africa-NE,8.211,39.081,2345,Pumice cone,1900,,,,,,,,,D2,Anthropology
4966,Fentale,Ethiopia,Africa-NE,8.985,39.906,2007,Stratovolcano,1250,,,,,,,,,D3,Historical
4967,"Arhab, Harra of",Yemen,Arabia-S,15.603,44.098,3100,Volcanic field,500,,,,,,,,,D6,Historical
4968,"Arhab, Harra of",Yemen,Arabia-S,15.603,44.098,3100,Volcanic field,200,,,,,,,,,D6,Historical
4969,Zukur,Yemen,Red Sea,14.02,42.75,624,Shield volcano,1679,9,21,,,,,,,U,Holocene
4984,Savaii,Samoa,Samoa-SW Pacific,-13.612,-172.525,1858,Shield volcano,1907,10,6,,,,,,,D2,Historical
5004,Karthala,Comoros,Indian O-W,-11.75,43.38,2361,Shield volcano,2005,11,25,3,1,,,,T,D1,Historical
5005,Karthala,Comoros,Indian O-W,-11.75,43.38,2361,Shield volcano,1991,7,3,2,,,,,,D1,Historical
5024,Redoubt,United States,Alaska-SW,60.485,-152.742,3108,Stratovolcano,-1550,,,,,,,,,D1,Historical
5025,Augustine,United States,Alaska-SW,59.363,-153.435,1218,Lava dome,350,,,,,,,,,D1,Historical
5026,Redoubt,United States,Alaska-SW,60.485,-152.742,3108,Stratovolcano,2009,3,23,,,,,,,D1,Historical
5044,Westdahl,United States,Aleutian Is,54.516,-164.65,1563,Stratovolcano,1820,3,1,2,,,,,,D1,Historical
5064,East Epi,Vanuatu,Vanuatu-SW Pacific,-16.68,168.389,833,Stratovolcano,1901,8,9,,,,,,W,D1,Historical
5084,Mayon,Philippines,Luzon-Philippines,13.257,123.685,2462,Stratovolcano,2006,11,30,1,1266,,,,m,D1,Historical
5104,Miyakejima,Japan,Izu Is-Japan,34.094,139.526,775,Stratovolcano,2000,6,27,2,1,,,,,D1,Historical
5124,Eyjafjallajokull,Iceland,Iceland-S,63.633,-19.633,1651,Stratovolcano,2010,3,31,2,2,,,,,D1,Historical
5144,Katla,Iceland,Iceland-S,63.633,-19.083,1490,Subglacial volcano,920,,,4,,,,,,D2,Historical
5145,Grimsvotn,Iceland,Iceland-NE,64.416,-17.316,1719,Caldera,1753,10,15,2,,,,,,D1,Historical
5146,Katla,Iceland,Iceland-S,63.633,-19.083,1490,Subglacial volcano,934,,,4,,,,,,D2,Historical
5147,Katla,Iceland,Iceland-S,63.633,-19.083,1490,Subglacial volcano,950,,,,,,,,,D2,Historical
5148,Katla,Iceland,Iceland-S,63.633,-19.083,1490,Subglacial volcano,1500,,,4,,,,,,D2,Historical
5149,Krysuvik-Trolladyngja,Iceland,Iceland-SW,63.917,-22.067,360,Crater rows,1151,,,1,,,,,,D6,Historical
5150,Bardarbunga,Iceland,Iceland-NE,64.633,-17.516,2000,Stratovolcano,1477,2,,6,,,,,,D2,Historical
5151,Bardarbunga,Iceland,Iceland-NE,64.633,-17.516,2000,Stratovolcano,1712,1,15,2,,,,,,D2,Historical
5152,Bardarbunga,Iceland,Iceland-NE,64.633,-17.516,2000,Stratovolcano,1716,10,5,2,,,,,,D2,Historical
5153,Bardarbunga,Iceland,Iceland-NE,64.633,-17.516,2000,Stratovolcano,1717,8,4,3,,,,,,D2,Historical
5154,Bardarbunga,Iceland,Iceland-NE,64.633,-17.516,2000,Stratovolcano,1726,2,1,1,,,,,,D2,Historical
5155,Bardarbunga,Iceland,Iceland-NE,64.633,-17.516,2000,Stratovolcano,1729,2,1,1,,,,,,D2,Historical
5164,Pacaya,Guatemala,Guatemala,14.382,-90.601,2569,Complex volcano,2010,5,27,1,1,,3,,T,D1,Historical
5184,Zealandia Bank,United States,Mariana Is-C Pacific,16.88,145.85,0,Stratovolcano,2010,5,29,,,,,,,U,Holocene
5204,Churchill,United States,Alaska-E,61.38,-141.75,5005,Stratovolcano,60,,,6,,,,,,D6,Radiocarbon
5205,Long Island,Papua New Guinea,New Guinea-NE of,-5.358,147.12,1280,Complex volcano,-2040,,,6,,,,,,D1,Historical
5206,Quilotoa,Ecuador,Ecuador,-0.859,-78.904,3914,Caldera,1280,,,6,,,,,,D6,Radiocarbon
5207,Changbaishan,North Korea,China-E,41.98,128.08,2744,Stratovolcano,946,,,7,,,,,,D4,Historical
5208,Ceboruco,Mexico,Mexico,21.125,-104.508,2280,Stratovolcano,930,,,6,,,,,,D3,Historical
5210,Witori,Papua New Guinea,New Britain-SW Pac,-5.575,150.516,724,Caldera,710,,,6,,,,,,D2,Historical
5211,Ksudach,Russia,Kamchatka,51.844,157.572,1079,Stratovolcano,240,,,6,,,,,,D2,Historical
5212,Ambrym,Vanuatu,Vanuatu-SW Pacific,-16.25,168.12,1334,Pyroclastic shield,50,,,6,,,,,,D1,Historical
5224,Apoyeque,Nicaragua,Nicaragua,12.242,-86.342,518,Pyroclastic shield,-50,,,6,,,,,,D7,Radiocarbon
5225,Okmok,United States,Aleutian Is,53.43,-168.13,1073,Shield volcano,-100,,,6,,,,,,D1,Historical
5226,Raoul Island,New Zealand,Kermadec Is,-29.27,-177.92,516,Stratovolcano,-250,,,6,,,,,,D1,Historical
5227,Pinatubo,Philippines,Luzon-Philippines,15.13,120.35,1486,Stratovolcano,-1050,,,6,,,,,,D1,Historical
5228,Pinatubo,Philippines,Luzon-Philippines,15.13,120.35,1486,Stratovolcano,-3550,,,6,,,,,,D1,Historical
5229,Witori,Papua New Guinea,New Britain-SW Pac,-5.575,150.516,724,Caldera,-1370,,,6,,,,,,D2,Historical
5230,Witori,Papua New Guinea,New Britain-SW Pac,-5.575,150.516,724,Caldera,-4000,,,6,,,,,T,D2,Historical
5231,Taupo,New Zealand,New Zealand,-38.781,175.893,760,Caldera,-1460,,,6,,,,,,D6,Radiocarbon
5232,Veniaminof,United States,Alaska Peninsula,56.17,-159.38,2507,Stratovolcano,-1750,,,6,,,,,,D1,Historical
5233,St. Helens,United States,US-Washington,46.2,-122.18,2549,Stratovolcano,-1860,,,6,,,,,,D1,Historical
5234,"Hudson, Cerro",Chile,Chile-S,-45.9,-72.97,1905,Stratovolcano,-1890,,,6,,,,,,D1,Historical
5235,Black Peak,United States,Alaska Peninsula,56.552,-158.785,1032,Stratovolcano,-1900,,,6,,,,,,D7,Radiocarbon
5236,Taal,Philippines,Luzon-Philippines,14.011,120.998,311,Stratovolcano,-3580,,,6,,,,,,D1,Historical
5237,Masaya,Nicaragua,Nicaragua,11.984,-86.169,594,Caldera,-4050,,,6,,,,,,D1,Historical
5238,Macauley,New Zealand,Kermadec Is,-30.21,-178.475,238,Caldera,-4360,,,6,,,,,,U,Holocene
5244,Sinabung,Indonesia,Sumatra,3.17,98.392,2460,Stratovolcano,2010,8,30,,2,,,,,U,Holocene
5264,Krakatau,Indonesia,Indonesia,-6.101,105.423,285,Caldera,1883,10,10,,,,,,,D1,Historical
5285,Krakatau,Indonesia,Indonesia,-6.101,105.423,285,Caldera,1884,2,,,,,,,,D1,Historical
5304,Merapi,Indonesia,Java,-7.54,110.446,2910,Stratovolcano,2010,10,26,,367,277,,600,,D1,Historical
5305,Merapi,Indonesia,Java,-7.54,110.446,2910,Stratovolcano,2006,6,14,1,2,,,,P,D1,Historical
5324,Santorini,Greece,Greece,36.404,25.396,367,Shield volcano,-197,,,3,,,,,,D2,Historical
5344,Tengger Caldera,Indonesia,Java,-7.942,112.95,2329,Stratovolcano,2010,12,28,,,,,,,D1,Historical
5364,Kirishimayama,Japan,Kyushu-Japan,31.934,130.862,1700,Shield volcano,2011,1,28,,,,,,,D1,Historical
5384,Bulusan,Philippines,Luzon-Philippines,12.769,124.056,1535,Stratovolcano,2006,6,7,2,1,,,,,D1,Historical
5404,Bulusan,Philippines,Luzon-Philippines,12.769,124.056,1535,Stratovolcano,2011,2,23,2,1,,,,,D1,Historical
5424,Karangetang,Indonesia,Sangihe Is-Indonesia,2.781,125.407,1797,Stratovolcano,2010,8,6,3,4,5,,,,D1,Historical
5444,Puyehue-Cordon Caulle,Chile,Chile-C,-40.59,-72.117,2236,Stratovolcano,2011,6,4,4,,,,,,U,Holocene
5445,Gamalama,Indonesia,Halmahera-Indonesia,0.81,127.332,1714,Stratovolcano,2011,12,27,3,4,,,,m,D1,Historical
5464,Lokon-Empung,Indonesia,Sulawesi-Indonesia,1.358,124.792,1580,Stratovolcano,2011,7,17,,1,,,,,D1,Historical
5484,Sheveluch,Russia,Kamchatka,56.653,161.36,3283,Stratovolcano,1999,8,15,4,,,,,,D1,Historical
5485,Etna,Italy,Italy,37.748,14.999,3357,Stratovolcano,2001,5,14,3,1,,,,,D1,Historical
5486,Etna,Italy,Italy,37.748,14.999,3357,Stratovolcano,2001,7,26,2,,,,,,D1,Historical
5487,Etna,Italy,Italy,37.748,14.999,3357,Stratovolcano,2002,8,28,3,,32,,,,D1,Historical
5488,Etna,Italy,Italy,37.748,14.999,3357,Stratovolcano,1991,12,14,2,,,,2.5,,D1,Historical
5489,Etna,Italy,Italy,37.748,14.999,3357,Stratovolcano,1981,3,17,2,,,,,,D1,Historical
5504,Karangetang,Indonesia,Sangihe Is-Indonesia,2.781,125.407,1797,Stratovolcano,2011,3,18,,,,,,,D1,Historical
5505,Karangetang,Indonesia,Sangihe Is-Indonesia,2.781,125.407,1797,Stratovolcano,2002,1,3,3,,,,,M,D1,Historical
5524,Nabro,Eritrea,Africa-NE,13.37,41.7,2218,Stratovolcano,2011,6,22,4,31,,,,,Unknown,Holocene
5525,Merapi,Indonesia,Java,-7.54,110.446,2910,Stratovolcano,2011,1,3,,1,1,,,M,D1,Historical
5526,Tungurahua,Ecuador,Ecuador,-1.467,-78.442,5023,Stratovolcano,2008,8,22,3,2,2,2,,M,D1,Historical
5527,Tungurahua,Ecuador,Ecuador,-1.467,-78.442,5023,Stratovolcano,2006,7,18,3,1,,,,,D1,Historical
5528,Pacaya,Guatemala,Guatemala,14.382,-90.601,2569,Complex volcano,1987,1,25,3,,15,63,,,D1,Historical
5544,Popocatepetl,Mexico,Mexico,19.023,-98.622,5393,Stratovolcano,1919,2,19,1,,,,,A,D1,Historical
5545,Mayon,Philippines,Luzon-Philippines,13.257,123.685,2462,Stratovolcano,1981,6,30,,200,,,,m,D1,Historical
5546,Soufriere Hills,Montserrat,W Indies,16.72,-62.18,915,Stratovolcano,1997,6,25,3,22,,,,P,D1,Historical
5547,Tengger Caldera,Indonesia,Java,-7.942,112.95,2329,Stratovolcano,2004,6,8,2,,,,,T,D1,Historical
5564,Katla,Iceland,Iceland-S,63.633,-19.083,1490,Subglacial volcano,2011,7,9,,,,,,,D2,Historical
5565,Esjufjoll,Iceland,Iceland-SE,64.25,-16.583,1620,Stratovolcano,1927,9,5,1,1,,,,M,D2,Historical
5584,Kilauea,United States,Hawaiian Is,19.421,-155.287,1222,Shield volcano,2009,11,30,,,,,,,D1,Historical
5585,Kilauea,United States,Hawaiian Is,19.421,-155.287,1222,Shield volcano,2012,2,10,,,,,,,D1,Historical
